name	chrom	chromStart	chromEnd	source
trf	chr1	21796874	21796914	ucsc-mm9-simpleRepeat
trf	chr1	21796945	21796979	ucsc-mm9-simpleRepeat
trf	chr1	21803879	21803941	ucsc-mm9-simpleRepeat
trf	chr1	21806685	21806748	ucsc-mm9-simpleRepeat
trf	chr1	21806686	21806742	ucsc-mm9-simpleRepeat
trf	chr1	21809092	21809117	ucsc-mm9-simpleRepeat
trf	chr1	21812903	21812968	ucsc-mm9-simpleRepeat
trf	chr1	21818427	21818457	ucsc-mm9-simpleRepeat
trf	chr1	21821778	21821819	ucsc-mm9-simpleRepeat
trf	chr1	21822635	21822693	ucsc-mm9-simpleRepeat
trf	chr1	21824177	21824475	ucsc-mm9-simpleRepeat
trf	chr1	21824908	21824954	ucsc-mm9-simpleRepeat
trf	chr1	21827394	21827448	ucsc-mm9-simpleRepeat
trf	chr1	21829033	21829064	ucsc-mm9-simpleRepeat
trf	chr1	21829401	21829474	ucsc-mm9-simpleRepeat
trf	chr1	21830871	21830977	ucsc-mm9-simpleRepeat
trf	chr1	21831361	21831479	ucsc-mm9-simpleRepeat
trf	chr1	21833981	21834029	ucsc-mm9-simpleRepeat
trf	chr1	21835010	21835038	ucsc-mm9-simpleRepeat
trf	chr1	21836561	21836646	ucsc-mm9-simpleRepeat
trf	chr1	21841929	21841967	ucsc-mm9-simpleRepeat
trf	chr1	21842064	21842115	ucsc-mm9-simpleRepeat
trf	chr1	21842779	21842826	ucsc-mm9-simpleRepeat
trf	chr1	21845558	21845593	ucsc-mm9-simpleRepeat
trf	chr1	21846795	21846878	ucsc-mm9-simpleRepeat
trf	chr1	21849053	21849086	ucsc-mm9-simpleRepeat
trf	chr1	21849083	21849194	ucsc-mm9-simpleRepeat
trf	chr1	21849126	21849185	ucsc-mm9-simpleRepeat
trf	chr1	21851970	21852031	ucsc-mm9-simpleRepeat
trf	chr1	21852953	21853024	ucsc-mm9-simpleRepeat
trf	chr1	21852965	21853026	ucsc-mm9-simpleRepeat
trf	chr1	21852965	21853026	ucsc-mm9-simpleRepeat
trf	chr1	21853779	21853817	ucsc-mm9-simpleRepeat
trf	chr1	21854084	21854171	ucsc-mm9-simpleRepeat
trf	chr1	21856863	21856940	ucsc-mm9-simpleRepeat
trf	chr1	21856873	21856948	ucsc-mm9-simpleRepeat
trf	chr1	21857578	21857777	ucsc-mm9-simpleRepeat
trf	chr1	21859165	21859259	ucsc-mm9-simpleRepeat
trf	chr1	21874249	21874362	ucsc-mm9-simpleRepeat
trf	chr1	21874261	21874370	ucsc-mm9-simpleRepeat
trf	chr1	21874275	21874362	ucsc-mm9-simpleRepeat
trf	chr1	21875315	21875356	ucsc-mm9-simpleRepeat
trf	chr1	21880206	21880232	ucsc-mm9-simpleRepeat
trf	chr1	21881340	21881385	ucsc-mm9-simpleRepeat
trf	chr1	21888477	21888515	ucsc-mm9-simpleRepeat
trf	chr1	21888770	21888868	ucsc-mm9-simpleRepeat
trf	chr1	21888788	21888823	ucsc-mm9-simpleRepeat
trf	chr1	21889848	21889907	ucsc-mm9-simpleRepeat
trf	chr1	21890014	21890053	ucsc-mm9-simpleRepeat
trf	chr1	21894614	21894646	ucsc-mm9-simpleRepeat
trf	chr1	21897541	21897607	ucsc-mm9-simpleRepeat
trf	chr1	21902085	21902138	ucsc-mm9-simpleRepeat
trf	chr1	21902407	21902468	ucsc-mm9-simpleRepeat
trf	chr1	21905488	21905521	ucsc-mm9-simpleRepeat
trf	chr1	21905522	21905619	ucsc-mm9-simpleRepeat
trf	chr1	21905534	21905619	ucsc-mm9-simpleRepeat
trf	chr1	21905834	21905886	ucsc-mm9-simpleRepeat
trf	chr1	21908339	21908491	ucsc-mm9-simpleRepeat
trf	chr1	21914448	21914482	ucsc-mm9-simpleRepeat
trf	chr1	21914493	21914535	ucsc-mm9-simpleRepeat
trf	chr1	21920429	21920482	ucsc-mm9-simpleRepeat
trf	chr1	21923222	21923250	ucsc-mm9-simpleRepeat
trf	chr1	21923964	21924018	ucsc-mm9-simpleRepeat
trf	chr1	21923970	21924008	ucsc-mm9-simpleRepeat
trf	chr1	21925842	21925896	ucsc-mm9-simpleRepeat
trf	chr1	21928858	21928899	ucsc-mm9-simpleRepeat
trf	chr1	21929438	21929471	ucsc-mm9-simpleRepeat
trf	chr1	21931511	21931540	ucsc-mm9-simpleRepeat
trf	chr1	21934485	21934589	ucsc-mm9-simpleRepeat
trf	chr1	21935608	21935660	ucsc-mm9-simpleRepeat
trf	chr1	21937356	21937441	ucsc-mm9-simpleRepeat
trf	chr1	21937442	21937507	ucsc-mm9-simpleRepeat
trf	chr1	21939932	21939961	ucsc-mm9-simpleRepeat
trf	chr1	21939961	21940038	ucsc-mm9-simpleRepeat
trf	chr1	21939961	21940022	ucsc-mm9-simpleRepeat
trf	chr1	21947848	21947900	ucsc-mm9-simpleRepeat
trf	chr1	21948715	21948782	ucsc-mm9-simpleRepeat
trf	chr1	21948715	21948818	ucsc-mm9-simpleRepeat
trf	chr1	21948716	21948816	ucsc-mm9-simpleRepeat
trf	chr1	21950397	21950449	ucsc-mm9-simpleRepeat
trf	chr1	21955962	21956000	ucsc-mm9-simpleRepeat
trf	chr1	21958846	21958902	ucsc-mm9-simpleRepeat
trf	chr1	21959557	21959615	ucsc-mm9-simpleRepeat
trf	chr1	21961551	21961847	ucsc-mm9-simpleRepeat
trf	chr1	21961613	21961697	ucsc-mm9-simpleRepeat
trf	chr1	21962452	21962478	ucsc-mm9-simpleRepeat
trf	chr1	21963891	21963970	ucsc-mm9-simpleRepeat
trf	chr1	21965339	21965387	ucsc-mm9-simpleRepeat
trf	chr1	21965660	21965715	ucsc-mm9-simpleRepeat
trf	chr1	21966573	21966688	ucsc-mm9-simpleRepeat
trf	chr1	21971381	21971419	ucsc-mm9-simpleRepeat
trf	chr1	21973439	21973476	ucsc-mm9-simpleRepeat
trf	chr1	21973693	21973758	ucsc-mm9-simpleRepeat
trf	chr1	21973761	21973792	ucsc-mm9-simpleRepeat
trf	chr1	21976498	21976540	ucsc-mm9-simpleRepeat
trf	chr1	21977957	21977987	ucsc-mm9-simpleRepeat
trf	chr1	21980582	21980646	ucsc-mm9-simpleRepeat
trf	chr1	21981319	21981382	ucsc-mm9-simpleRepeat
trf	chr1	21991211	21991279	ucsc-mm9-simpleRepeat
trf	chr1	21994390	21994416	ucsc-mm9-simpleRepeat
trf	chr1	21996576	21997164	ucsc-mm9-simpleRepeat
trf	chr1	21999673	21999717	ucsc-mm9-simpleRepeat
trf	chr1	22008235	22008274	ucsc-mm9-simpleRepeat
trf	chr1	22008990	22009043	ucsc-mm9-simpleRepeat
trf	chr1	22009905	22009934	ucsc-mm9-simpleRepeat
trf	chr1	22017320	22017357	ucsc-mm9-simpleRepeat
trf	chr1	22018627	22018683	ucsc-mm9-simpleRepeat
trf	chr1	22018628	22018683	ucsc-mm9-simpleRepeat
trf	chr1	22019503	22019553	ucsc-mm9-simpleRepeat
trf	chr1	22022211	22022303	ucsc-mm9-simpleRepeat
trf	chr1	22023163	22023189	ucsc-mm9-simpleRepeat
trf	chr1	22024011	22024071	ucsc-mm9-simpleRepeat
trf	chr1	22024069	22024099	ucsc-mm9-simpleRepeat
trf	chr1	22024376	22024413	ucsc-mm9-simpleRepeat
trf	chr1	22025753	22025801	ucsc-mm9-simpleRepeat
trf	chr1	22027207	22027242	ucsc-mm9-simpleRepeat
trf	chr1	22039199	22039233	ucsc-mm9-simpleRepeat
trf	chr1	22040701	22040738	ucsc-mm9-simpleRepeat
trf	chr1	22041079	22041108	ucsc-mm9-simpleRepeat
trf	chr1	22054150	22054208	ucsc-mm9-simpleRepeat
trf	chr1	22054340	22054385	ucsc-mm9-simpleRepeat
trf	chr1	22056301	22056336	ucsc-mm9-simpleRepeat
trf	chr1	22058568	22058604	ucsc-mm9-simpleRepeat
trf	chr1	22059375	22059448	ucsc-mm9-simpleRepeat
trf	chr1	22059457	22059488	ucsc-mm9-simpleRepeat
trf	chr1	22063899	22063935	ucsc-mm9-simpleRepeat
trf	chr1	22068344	22068888	ucsc-mm9-simpleRepeat
trf	chr1	22069869	22069906	ucsc-mm9-simpleRepeat
trf	chr1	22070581	22070671	ucsc-mm9-simpleRepeat
trf	chr1	22075111	22075147	ucsc-mm9-simpleRepeat
trf	chr1	22079317	22079422	ucsc-mm9-simpleRepeat
trf	chr1	22079318	22079422	ucsc-mm9-simpleRepeat
trf	chr1	22079336	22079440	ucsc-mm9-simpleRepeat
trf	chr1	22079670	22079732	ucsc-mm9-simpleRepeat
trf	chr1	22080536	22080566	ucsc-mm9-simpleRepeat
trf	chr1	22080642	22080723	ucsc-mm9-simpleRepeat
trf	chr1	22091521	22091551	ucsc-mm9-simpleRepeat
trf	chr1	22091550	22091609	ucsc-mm9-simpleRepeat
trf	chr1	22092331	22092493	ucsc-mm9-simpleRepeat
trf	chr1	22095215	22095358	ucsc-mm9-simpleRepeat
trf	chr1	22100880	22101022	ucsc-mm9-simpleRepeat
trf	chr1	22103902	22103996	ucsc-mm9-simpleRepeat
trf	chr1	22105259	22105291	ucsc-mm9-simpleRepeat
trf	chr1	22106580	22106618	ucsc-mm9-simpleRepeat
trf	chr1	22108239	22108282	ucsc-mm9-simpleRepeat
trf	chr1	22113102	22113132	ucsc-mm9-simpleRepeat
trf	chr1	22117006	22117042	ucsc-mm9-simpleRepeat
trf	chr1	22117284	22117321	ucsc-mm9-simpleRepeat
trf	chr1	22119378	22119459	ucsc-mm9-simpleRepeat
trf	chr1	22123468	22123518	ucsc-mm9-simpleRepeat
trf	chr1	22128225	22128280	ucsc-mm9-simpleRepeat
trf	chr1	22128290	22128393	ucsc-mm9-simpleRepeat
trf	chr1	22128290	22128337	ucsc-mm9-simpleRepeat
trf	chr1	22128338	22128420	ucsc-mm9-simpleRepeat
trf	chr1	22137549	22137622	ucsc-mm9-simpleRepeat
trf	chr1	22138043	22138070	ucsc-mm9-simpleRepeat
trf	chr1	22143308	22143427	ucsc-mm9-simpleRepeat
trf	chr1	22147565	22147639	ucsc-mm9-simpleRepeat
trf	chr1	22149402	22149454	ucsc-mm9-simpleRepeat
trf	chr1	22149976	22150050	ucsc-mm9-simpleRepeat
trf	chr1	22155885	22155913	ucsc-mm9-simpleRepeat
trf	chr1	22160307	22160332	ucsc-mm9-simpleRepeat
trf	chr1	22163159	22163209	ucsc-mm9-simpleRepeat
trf	chr1	22164619	22164659	ucsc-mm9-simpleRepeat
trf	chr1	22169602	22169638	ucsc-mm9-simpleRepeat
trf	chr1	22174082	22174123	ucsc-mm9-simpleRepeat
trf	chr1	22174328	22174360	ucsc-mm9-simpleRepeat
trf	chr1	22174357	22174403	ucsc-mm9-simpleRepeat
trf	chr1	22174408	22174472	ucsc-mm9-simpleRepeat
trf	chr1	22177357	22177386	ucsc-mm9-simpleRepeat
trf	chr1	22187966	22187995	ucsc-mm9-simpleRepeat
trf	chr1	22188041	22188083	ucsc-mm9-simpleRepeat
trf	chr1	22188208	22188254	ucsc-mm9-simpleRepeat
trf	chr1	22189961	22190139	ucsc-mm9-simpleRepeat
trf	chr1	22189963	22190149	ucsc-mm9-simpleRepeat
trf	chr1	22190825	22190888	ucsc-mm9-simpleRepeat
trf	chr1	22192961	22192996	ucsc-mm9-simpleRepeat
trf	chr1	22193295	22193358	ucsc-mm9-simpleRepeat
trf	chr1	22195990	22196088	ucsc-mm9-simpleRepeat
trf	chr1	22196002	22196088	ucsc-mm9-simpleRepeat
trf	chr1	22196032	22196087	ucsc-mm9-simpleRepeat
trf	chr1	22198143	22198172	ucsc-mm9-simpleRepeat
trf	chr1	22199970	22200012	ucsc-mm9-simpleRepeat
trf	chr1	22201140	22201174	ucsc-mm9-simpleRepeat
trf	chr1	22201173	22201218	ucsc-mm9-simpleRepeat
trf	chr1	22208058	22208087	ucsc-mm9-simpleRepeat
trf	chr1	22215322	22215359	ucsc-mm9-simpleRepeat
trf	chr1	22215821	22215859	ucsc-mm9-simpleRepeat
trf	chr1	22216191	22216234	ucsc-mm9-simpleRepeat
trf	chr1	22218168	22218210	ucsc-mm9-simpleRepeat
trf	chr1	22219753	22219784	ucsc-mm9-simpleRepeat
trf	chr1	22227607	22227642	ucsc-mm9-simpleRepeat
trf	chr1	22227639	22227672	ucsc-mm9-simpleRepeat
trf	chr1	22231217	22231260	ucsc-mm9-simpleRepeat
trf	chr1	22231259	22231312	ucsc-mm9-simpleRepeat
trf	chr1	22235832	22235878	ucsc-mm9-simpleRepeat
trf	chr1	22237564	22237636	ucsc-mm9-simpleRepeat
trf	chr1	22239233	22239338	ucsc-mm9-simpleRepeat
trf	chr1	22241461	22241496	ucsc-mm9-simpleRepeat
trf	chr1	22246508	22246576	ucsc-mm9-simpleRepeat
trf	chr1	22247846	22247897	ucsc-mm9-simpleRepeat
trf	chr1	22247898	22247980	ucsc-mm9-simpleRepeat
trf	chr1	22248075	22248242	ucsc-mm9-simpleRepeat
trf	chr1	22249039	22249088	ucsc-mm9-simpleRepeat
trf	chr1	22256249	22256277	ucsc-mm9-simpleRepeat
trf	chr1	22260525	22260573	ucsc-mm9-simpleRepeat
trf	chr1	22260529	22260573	ucsc-mm9-simpleRepeat
trf	chr1	22265203	22265231	ucsc-mm9-simpleRepeat
trf	chr1	22266112	22266139	ucsc-mm9-simpleRepeat
trf	chr1	22267919	22267946	ucsc-mm9-simpleRepeat
trf	chr1	22271066	22271163	ucsc-mm9-simpleRepeat
trf	chr1	22271067	22271176	ucsc-mm9-simpleRepeat
trf	chr1	22271078	22271318	ucsc-mm9-simpleRepeat
trf	chr1	22271191	22271292	ucsc-mm9-simpleRepeat
trf	chr1	22271247	22271590	ucsc-mm9-simpleRepeat
trf	chr1	22271247	22271584	ucsc-mm9-simpleRepeat
trf	chr1	22271289	22271584	ucsc-mm9-simpleRepeat
trf	chr1	22271597	22271682	ucsc-mm9-simpleRepeat
trf	chr1	22275347	22275393	ucsc-mm9-simpleRepeat
trf	chr1	22277707	22277732	ucsc-mm9-simpleRepeat
trf	chr1	22278207	22278257	ucsc-mm9-simpleRepeat
trf	chr1	22279578	22279722	ucsc-mm9-simpleRepeat
trf	chr1	22284580	22284633	ucsc-mm9-simpleRepeat
trf	chr1	22288867	22289164	ucsc-mm9-simpleRepeat
trf	chr1	22288907	22289164	ucsc-mm9-simpleRepeat
trf	chr1	22288907	22289165	ucsc-mm9-simpleRepeat
trf	chr1	22289161	22289201	ucsc-mm9-simpleRepeat
trf	chr1	22289162	22289221	ucsc-mm9-simpleRepeat
trf	chr1	22291367	22291419	ucsc-mm9-simpleRepeat
trf	chr1	22291434	22291492	ucsc-mm9-simpleRepeat
trf	chr1	22293120	22293155	ucsc-mm9-simpleRepeat
trf	chr1	22293674	22293805	ucsc-mm9-simpleRepeat
trf	chr1	22293674	22293805	ucsc-mm9-simpleRepeat
trf	chr1	22295704	22295743	ucsc-mm9-simpleRepeat
trf	chr1	22297636	22297678	ucsc-mm9-simpleRepeat
trf	chr1	22297949	22298002	ucsc-mm9-simpleRepeat
trf	chr1	22300453	22300479	ucsc-mm9-simpleRepeat
trf	chr1	22302310	22302417	ucsc-mm9-simpleRepeat
trf	chr1	22303394	22303446	ucsc-mm9-simpleRepeat
trf	chr1	22305996	22306038	ucsc-mm9-simpleRepeat
trf	chr1	22307881	22307907	ucsc-mm9-simpleRepeat
trf	chr1	22307884	22307936	ucsc-mm9-simpleRepeat
trf	chr1	22309121	22309167	ucsc-mm9-simpleRepeat
trf	chr1	22311474	22311523	ucsc-mm9-simpleRepeat
trf	chr1	22311730	22311763	ucsc-mm9-simpleRepeat
trf	chr1	22317657	22318074	ucsc-mm9-simpleRepeat
trf	chr1	22319695	22319738	ucsc-mm9-simpleRepeat
trf	chr1	22320512	22320552	ucsc-mm9-simpleRepeat
trf	chr1	22321781	22321820	ucsc-mm9-simpleRepeat
trf	chr1	22325802	22325859	ucsc-mm9-simpleRepeat
trf	chr1	22326144	22326169	ucsc-mm9-simpleRepeat
trf	chr1	22326997	22327059	ucsc-mm9-simpleRepeat
trf	chr1	22331126	22331152	ucsc-mm9-simpleRepeat
trf	chr1	22334534	22334578	ucsc-mm9-simpleRepeat
trf	chr1	22334577	22334615	ucsc-mm9-simpleRepeat
trf	chr1	22338182	22338240	ucsc-mm9-simpleRepeat
trf	chr1	22340894	22340946	ucsc-mm9-simpleRepeat
trf	chr1	22343167	22343200	ucsc-mm9-simpleRepeat
trf	chr1	22344173	22344258	ucsc-mm9-simpleRepeat
trf	chr1	22346190	22346215	ucsc-mm9-simpleRepeat
trf	chr1	22348049	22348112	ucsc-mm9-simpleRepeat
trf	chr1	22348112	22348146	ucsc-mm9-simpleRepeat
trf	chr1	22349737	22349808	ucsc-mm9-simpleRepeat
trf	chr1	22350704	22350941	ucsc-mm9-simpleRepeat
trf	chr1	22351402	22351892	ucsc-mm9-simpleRepeat
trf	chr1	22351405	22351482	ucsc-mm9-simpleRepeat
trf	chr1	22354420	22354467	ucsc-mm9-simpleRepeat
trf	chr1	22354467	22354592	ucsc-mm9-simpleRepeat
trf	chr1	22354519	22354562	ucsc-mm9-simpleRepeat
trf	chr1	22360891	22360933	ucsc-mm9-simpleRepeat
trf	chr1	22363977	22364005	ucsc-mm9-simpleRepeat
trf	chr1	22364104	22364157	ucsc-mm9-simpleRepeat
trf	chr1	22367719	22367744	ucsc-mm9-simpleRepeat
trf	chr1	22369403	22369444	ucsc-mm9-simpleRepeat
trf	chr1	22370599	22370640	ucsc-mm9-simpleRepeat
trf	chr1	22374405	22374454	ucsc-mm9-simpleRepeat
trf	chr1	22374808	22374857	ucsc-mm9-simpleRepeat
trf	chr1	22379643	22379787	ucsc-mm9-simpleRepeat
trf	chr1	22382104	22382137	ucsc-mm9-simpleRepeat
trf	chr1	22382767	22382819	ucsc-mm9-simpleRepeat
trf	chr1	22386943	22386994	ucsc-mm9-simpleRepeat
trf	chr1	22391360	22391400	ucsc-mm9-simpleRepeat
trf	chr1	22392668	22392702	ucsc-mm9-simpleRepeat
trf	chr1	22392671	22392717	ucsc-mm9-simpleRepeat
trf	chr1	22395770	22395800	ucsc-mm9-simpleRepeat
trf	chr1	22399878	22399954	ucsc-mm9-simpleRepeat
trf	chr1	22399878	22399952	ucsc-mm9-simpleRepeat
trf	chr1	22409430	22409462	ucsc-mm9-simpleRepeat
trf	chr1	22409878	22409936	ucsc-mm9-simpleRepeat
trf	chr1	22411155	22411195	ucsc-mm9-simpleRepeat
trf	chr1	22411442	22411517	ucsc-mm9-simpleRepeat
trf	chr1	22415222	22415253	ucsc-mm9-simpleRepeat
trf	chr1	22418056	22418102	ucsc-mm9-simpleRepeat
trf	chr1	22418138	22418220	ucsc-mm9-simpleRepeat
trf	chr1	22420625	22420667	ucsc-mm9-simpleRepeat
trf	chr1	22474123	22474200	ucsc-mm9-simpleRepeat
trf	chr1	22474149	22474202	ucsc-mm9-simpleRepeat
trf	chr1	22474310	22474346	ucsc-mm9-simpleRepeat
trf	chr1	22475769	22475804	ucsc-mm9-simpleRepeat
trf	chr1	22476403	22476463	ucsc-mm9-simpleRepeat
trf	chr1	22484096	22484125	ucsc-mm9-simpleRepeat
trf	chr1	22485458	22485492	ucsc-mm9-simpleRepeat
trf	chr1	22488678	22488711	ucsc-mm9-simpleRepeat
trf	chr1	22491443	22491469	ucsc-mm9-simpleRepeat
trf	chr1	22492546	22492605	ucsc-mm9-simpleRepeat
trf	chr1	22492604	22492647	ucsc-mm9-simpleRepeat
trf	chr1	22499538	22499564	ucsc-mm9-simpleRepeat
trf	chr1	22500158	22500329	ucsc-mm9-simpleRepeat
trf	chr1	22500158	22500329	ucsc-mm9-simpleRepeat
trf	chr1	22503269	22503294	ucsc-mm9-simpleRepeat
trf	chr1	22508512	22508553	ucsc-mm9-simpleRepeat
trf	chr1	22510227	22510284	ucsc-mm9-simpleRepeat
trf	chr1	22510227	22510296	ucsc-mm9-simpleRepeat
trf	chr1	22512233	22512270	ucsc-mm9-simpleRepeat
trf	chr1	22515574	22515602	ucsc-mm9-simpleRepeat
trf	chr1	22517731	22517758	ucsc-mm9-simpleRepeat
trf	chr1	22522351	22522393	ucsc-mm9-simpleRepeat
trf	chr1	22523777	22523825	ucsc-mm9-simpleRepeat
trf	chr1	22529542	22529599	ucsc-mm9-simpleRepeat
trf	chr1	22530825	22530868	ucsc-mm9-simpleRepeat
trf	chr1	22531879	22532074	ucsc-mm9-simpleRepeat
trf	chr1	22534398	22534440	ucsc-mm9-simpleRepeat
trf	chr1	22535119	22535171	ucsc-mm9-simpleRepeat
trf	chr1	22536885	22536916	ucsc-mm9-simpleRepeat
trf	chr1	22542212	22542266	ucsc-mm9-simpleRepeat
trf	chr1	22544478	22544546	ucsc-mm9-simpleRepeat
trf	chr1	22546390	22546446	ucsc-mm9-simpleRepeat
trf	chr1	22552708	22552779	ucsc-mm9-simpleRepeat
trf	chr1	22559397	22559447	ucsc-mm9-simpleRepeat
trf	chr1	22559434	22559499	ucsc-mm9-simpleRepeat
trf	chr1	22560424	22560462	ucsc-mm9-simpleRepeat
trf	chr1	22560836	22560895	ucsc-mm9-simpleRepeat
trf	chr1	22561089	22561191	ucsc-mm9-simpleRepeat
trf	chr1	22561193	22561229	ucsc-mm9-simpleRepeat
trf	chr1	22562740	22562811	ucsc-mm9-simpleRepeat
trf	chr1	22565895	22565938	ucsc-mm9-simpleRepeat
trf	chr1	22569958	22570048	ucsc-mm9-simpleRepeat
trf	chr1	22576662	22576687	ucsc-mm9-simpleRepeat
trf	chr1	22576687	22576825	ucsc-mm9-simpleRepeat
trf	chr1	22579962	22580011	ucsc-mm9-simpleRepeat
trf	chr1	22580427	22580463	ucsc-mm9-simpleRepeat
trf	chr1	22581492	22581569	ucsc-mm9-simpleRepeat
trf	chr1	22584609	22584649	ucsc-mm9-simpleRepeat
trf	chr1	22585964	22585992	ucsc-mm9-simpleRepeat
trf	chr1	22587063	22587125	ucsc-mm9-simpleRepeat
trf	chr1	22588938	22588993	ucsc-mm9-simpleRepeat
trf	chr1	22589545	22589597	ucsc-mm9-simpleRepeat
trf	chr1	22589557	22589633	ucsc-mm9-simpleRepeat
trf	chr1	22590337	22590377	ucsc-mm9-simpleRepeat
trf	chr1	22590460	22590529	ucsc-mm9-simpleRepeat
trf	chr1	22590531	22590568	ucsc-mm9-simpleRepeat
trf	chr1	22591045	22591075	ucsc-mm9-simpleRepeat
trf	chr1	22591146	22591171	ucsc-mm9-simpleRepeat
trf	chr1	22591159	22591199	ucsc-mm9-simpleRepeat
trf	chr1	22591163	22591195	ucsc-mm9-simpleRepeat
trf	chr1	22591394	22591507	ucsc-mm9-simpleRepeat
trf	chr1	22591398	22591490	ucsc-mm9-simpleRepeat
trf	chr1	22591398	22591827	ucsc-mm9-simpleRepeat
trf	chr1	22591694	22591825	ucsc-mm9-simpleRepeat
trf	chr1	22594958	22595001	ucsc-mm9-simpleRepeat
trf	chr1	22595293	22595320	ucsc-mm9-simpleRepeat
trf	chr1	22597973	22597998	ucsc-mm9-simpleRepeat
trf	chr1	22602545	22602579	ucsc-mm9-simpleRepeat
trf	chr1	22604133	22604180	ucsc-mm9-simpleRepeat
trf	chr1	22606265	22606304	ucsc-mm9-simpleRepeat
trf	chr1	22606671	22606710	ucsc-mm9-simpleRepeat
trf	chr1	22606709	22606735	ucsc-mm9-simpleRepeat
trf	chr1	22608358	22608389	ucsc-mm9-simpleRepeat
trf	chr1	22608388	22608463	ucsc-mm9-simpleRepeat
trf	chr1	22610205	22610243	ucsc-mm9-simpleRepeat
trf	chr1	22611763	22611791	ucsc-mm9-simpleRepeat
trf	chr1	22613276	22613301	ucsc-mm9-simpleRepeat
trf	chr1	22613300	22613333	ucsc-mm9-simpleRepeat
trf	chr1	22613340	22613372	ucsc-mm9-simpleRepeat
trf	chr1	22616561	22616586	ucsc-mm9-simpleRepeat
trf	chr1	22616927	22616997	ucsc-mm9-simpleRepeat
trf	chr1	22624725	22624783	ucsc-mm9-simpleRepeat
trf	chr1	22625183	22625211	ucsc-mm9-simpleRepeat
trf	chr1	22631203	22631244	ucsc-mm9-simpleRepeat
trf	chr1	22631243	22631289	ucsc-mm9-simpleRepeat
trf	chr1	22633657	22633709	ucsc-mm9-simpleRepeat
trf	chr1	22637148	22637205	ucsc-mm9-simpleRepeat
trf	chr1	22637909	22637971	ucsc-mm9-simpleRepeat
trf	chr1	22638504	22638571	ucsc-mm9-simpleRepeat
trf	chr1	22639183	22639240	ucsc-mm9-simpleRepeat
trf	chr1	22639185	22639264	ucsc-mm9-simpleRepeat
trf	chr1	22640084	22640212	ucsc-mm9-simpleRepeat
trf	chr1	22640465	22640522	ucsc-mm9-simpleRepeat
trf	chr1	22641995	22642048	ucsc-mm9-simpleRepeat
trf	chr1	22643131	22643208	ucsc-mm9-simpleRepeat
trf	chr1	22643267	22643363	ucsc-mm9-simpleRepeat
trf	chr1	22645101	22645173	ucsc-mm9-simpleRepeat
trf	chr1	22645170	22645247	ucsc-mm9-simpleRepeat
trf	chr1	22646509	22646564	ucsc-mm9-simpleRepeat
trf	chr1	22648064	22648111	ucsc-mm9-simpleRepeat
trf	chr1	22652016	22652091	ucsc-mm9-simpleRepeat
trf	chr1	22652174	22652227	ucsc-mm9-simpleRepeat
trf	chr1	22653116	22653179	ucsc-mm9-simpleRepeat
trf	chr1	22654587	22654634	ucsc-mm9-simpleRepeat
trf	chr1	22654806	22654840	ucsc-mm9-simpleRepeat
trf	chr1	22656846	22656895	ucsc-mm9-simpleRepeat
trf	chr1	22658389	22658443	ucsc-mm9-simpleRepeat
trf	chr1	22663420	22663457	ucsc-mm9-simpleRepeat
trf	chr1	22663793	22663858	ucsc-mm9-simpleRepeat
trf	chr1	22663898	22663936	ucsc-mm9-simpleRepeat
trf	chr1	22664331	22664428	ucsc-mm9-simpleRepeat
trf	chr1	22667588	22667645	ucsc-mm9-simpleRepeat
trf	chr1	22671852	22671886	ucsc-mm9-simpleRepeat
trf	chr1	22675737	22675777	ucsc-mm9-simpleRepeat
trf	chr1	22676248	22676275	ucsc-mm9-simpleRepeat
trf	chr1	22676887	22676933	ucsc-mm9-simpleRepeat
trf	chr1	22676889	22676934	ucsc-mm9-simpleRepeat
trf	chr1	22677987	22678092	ucsc-mm9-simpleRepeat
trf	chr1	22678095	22678148	ucsc-mm9-simpleRepeat
trf	chr1	22679729	22679773	ucsc-mm9-simpleRepeat
trf	chr1	22682772	22682812	ucsc-mm9-simpleRepeat
trf	chr1	22687851	22687898	ucsc-mm9-simpleRepeat
trf	chr1	22689372	22689414	ucsc-mm9-simpleRepeat
trf	chr1	22697029	22697152	ucsc-mm9-simpleRepeat
trf	chr1	22697157	22697223	ucsc-mm9-simpleRepeat
trf	chr1	22697157	22697223	ucsc-mm9-simpleRepeat
trf	chr1	22697253	22697287	ucsc-mm9-simpleRepeat
trf	chr1	22707037	22707086	ucsc-mm9-simpleRepeat
trf	chr1	22708595	22708639	ucsc-mm9-simpleRepeat
trf	chr1	22709055	22709172	ucsc-mm9-simpleRepeat
trf	chr1	22709597	22709641	ucsc-mm9-simpleRepeat
trf	chr1	22710844	22710922	ucsc-mm9-simpleRepeat
trf	chr1	22711656	22711753	ucsc-mm9-simpleRepeat
trf	chr1	22711656	22711750	ucsc-mm9-simpleRepeat
trf	chr1	22713069	22713108	ucsc-mm9-simpleRepeat
trf	chr1	22717173	22717200	ucsc-mm9-simpleRepeat
trf	chr1	22717871	22717911	ucsc-mm9-simpleRepeat
trf	chr1	22718171	22718208	ucsc-mm9-simpleRepeat
trf	chr1	22720499	22720724	ucsc-mm9-simpleRepeat
trf	chr1	22723780	22723815	ucsc-mm9-simpleRepeat
trf	chr1	22728785	22728819	ucsc-mm9-simpleRepeat
